address,approx_cost_for_2,cuisines,known_for,locality,more_info,most_liked_Food,most_liked_Service,opening_timings,photos_taken,rating,restaurant_link,restaurant_name,reviews,votes
"266, K. Kamraj Road, Commercial Street, Bangalore",300,"Beverages, Desserts",,Indiranagar,"Home Delivery, Indoor Seating, Desserts and Bakes, ","[5, 'Rajasthani Thali', 'Shrikhand', 'Jal-jeera', 'Dal Bati', 'Khichda', 'Pyaz Kachori', 'Gajar Ka Halwa']",,"['11am', '11pm']",8,3.7                                     /5,https://www.zomato.com/bangalore/makers-of-milkshakes-commercial-street-bangalore,Makers of Milkshakes,"['', 'Me and my friends tried the Oreo milkshake which was very very good and affordable. The staff and owners are very polite and friendly. The place was easy to find and was kept clean and tidy.', 'Good place nice taste , shakes are well versed with preference and completely taken care by the people over there. Definitely would recommend you to try', 'Good place to have a milkshake on the go. There is value for money as the shakes are flavorsome and thick.\nThey have amazing red velvet shake and waffles.', ""Great place, yummy and very filling milkshakes. They have loads of varieties. Very hygienic. One of the best I've had and value for money. Must try!"", 'I absolutely love this place and the milkshakes you get here! We tried the Belgium dark chocolate shake, Nutella brownie shake and green apple lemonade which are amazing!! The owners and the employees are very friendly and the service was super fast! Awesome place and definitely a must visit! :)', 'We popped in here after walking around a bit.It was super clean, the employees n owners were friendly n milkshakes were so good. We ended up getting Nutella n mango milkshake which was excellently done!', 'Must try.. the difference in quality and consistency of the milkshakes when compared to other milkshake brands in town is quite significant...', 'Best milkshakes in the town, really thick, yummy and value for money! \nNutella peanut butter, Pretty Paris and  strawberry crunch are my favourite!']"," Based on 25 votes
"
"11, Armstrong Road, Veerapillai Street, K. Kamraj Road, Commercial Street, Bangalore",150,"Street Food, Mithai, North Indian",,Indiranagar,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating, ","[5, 'Rajasthani Thali', 'Shrikhand', 'Jal-jeera', 'Dal Bati', 'Khichda', 'Pyaz Kachori', 'Gajar Ka Halwa']",,"['10am', '10pm']",5,3.2                                     /5,https://www.zomato.com/bangalore/delhi-bhavan-commercial-street-bangalore,Delhi Bhavan,"['Best class sweets, better to order bulk items in advance, famous for hot jalebi, Chats.\nWe took Kheerkadam everybody loved it to the core... Staff is not educated but still best in class service...', 'We loved the chats, very different from the chats that you otherwise get in Bangalore. A prefect place to snack at after shopping in commercial street.\nWe tried Pani puri, Masala puri, Samosa chat and Dahi puri. Off which I would not recommend dahi puri. \nWe also had some delicious Jamoon and badushah.', 'Today 18 sep 2018 I purchased rad Mali 10 piece in u r shop u gave 2 piece rasmalai and 8 resgolas pls check and buy  some people r fraud so before u buy pls check', 'I have come to India and visit  Delhi Bhavan Sweets And Chants . The shop was good looking and the sweets and chats are very good and hygiene. the owner and the workers speak  politely to the customer if the customer behave rudely and not give respect then the owner then the owner  speak in loud voice. Diwali and Dasara  time they make the best ,and fresh sweets. From far away the people come to buy sweets and eat chats. I give my special thanks to Mr. DINESH Sharma and Mr. SURESH Sharma who treated well me and my family .I wish I will come back and visit again .   \n\xa0\n\nTHANK YOU', ""Worst place to have street food. Don't go by the name. From taste, service, to cleanliness it wins thumbs down. They intentionally puts chilly in every dish so that.. The other sweets and packaged water gets sold.I am forced to give rating since I cannot submit the review.\n;(0""]"," 10  votes
"
"788, JK Plaza, 12th Main, 2nd Stage, Indiranagar, Bangalore",700,"Healthy Food, Beverages, Salad",,Indiranagar,"Home Delivery, Vegetarian Only, Indoor Seating, Gluten Free Options, Vegan Options, ","[4, 'Sandwich', 'Salad', 'Burgers']",,"['12noon', '10pm']",98,3.9                                     /5,https://www.zomato.com/bangalore/house-of-seitan-indiranagar-bangalore,House Of Seitan,"[""Seitan is basically wheat gluten, full of protein and vegan substitute of meat.. That's the name suggests.Basically a vegan restaurant with very limited food options and where u can customize ur sandwich. The base to choose from sour dough, pita pocket or burger..The filling would be mostly of seitan, and add on cucumber, onion ,lettuce, tomato..Though u can ask for your own combi..I liked my sandwich with honey mustard sauce and smoked paprika..So for me it's good but I felt it's a bit over priced .. As one sour dough sandwich costs me 225 rupees.. And the salad could b lil better..And it's a very very small place so if you are big group then don't choose this place , Total seating capacity would not be more than 20..\n\nAmbience : 3/5\nFood : 3.5/5\nService : 3/5\nValue for money : 2.5/5"", ""Ambience: Quiet, calm, something that one can enjoy even by themselves. Full marks for that.\n\nFood: I had Broocolli + Apple classic pepper vinaigrette salad and avocado + spirulina smoothie. Both were fantastic. The beverage had no water whatsoever. Great job with that.\n\nService: This is where I deducted the 1 star. It's very lacklustre. No one to take the order despite 3 people available for the same. And even for billing had to continuously call people when all I could see them doing was keeping themselves entertained in the phone.""]"," Based on 74 votes
"
"Shop 1, ATR Complex, Murgesh Pallya, Old Airport Road, Bangalore",500,Bakery,,Indiranagar,"Home Delivery, Desserts and Bakes, ","[4, 'Sandwich', 'Salad', 'Burgers']",,"['9am', '9pm']",23,-,https://www.zomato.com/bangalore/frinza-airport-road-bangalore,Frinza,[],
"2017, Near Reebok Showroom, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",1,"Italian, Pizza, Mexican",Classic Italian food with Oriental influences.,Indiranagar,"Home Delivery, Vegetarian Only, Full Bar Available, Table booking recommended, Buffet, Valet Parking Available, Outdoor Seating, ","[5, 'Pasta', 'Pizza', 'Macaroni', 'Nachos', 'Chocolate Bomb', 'Salad', 'Bruschettas']",,"['12noon', '3:30pm', '6:30pm', '11pm']",1409,4.2                                     /5,https://www.zomato.com/bangalore/little-italy-indiranagar,Little Italy,"[""We went to Little Italy yesterday for lunch. My family is a fan of authentic Italian food and that's what we got here. Only thing is that it is pure veg so nonveg lovers you can try the vegetarian Italian here which is actually a must-try. Onion rings were great but we loved the pasta and the pizza. The ambiance at this outlet was ok but the staff and service are great. We are surely going back to try other dishes."", 'We ordered pizza and garlic bread.\nGarlic bread was not up to the mark\nPizza we ordered pizza Napoli and it was like over crowded with Jaleponos. Totally a not great experience\n\nValue for money : 2/5\nTaste : 3/5\nAmbience : 3/5', 'Went to Little Italy for the lunch buffet n found it quite good. The starters are served on the table , really liked the corn fritters. The main course has all the Italian dishes - pizza, ravioli, pasta, spaghetti. And talking of taste - found all good, nothing extraordinary though. They can also have more variety in desserts.\nThe staff is courteous n the dishes could be prepared according to your taste also ,if requested.\nNot a bad option if u want to try something new.\n                                                bytetrails.com', 'Went to this place on Saturday afternoon for lunch buffet...the staters are served on the table and pizza as well...they served the pizza of our choice and they were just melting in the mouth...the main course was ok ok...in desserts there were no much varieties except the chocolate bomb...all were cheese cakes so did not try...felt price of the buffet is slight high...the service was good and ambiance was ok...']"," 3463  votes
"
"1, Nissan House, Austin Town, Shanthinagar, BBMP East, Richmond Road, Bangalore",100,"Beverages, Juices",,Indiranagar,"Home Delivery, Outdoor Seating, ","[5, 'Pasta', 'Pizza', 'Macaroni', 'Nachos', 'Chocolate Bomb', 'Salad', 'Bruschettas']",,"['11am', '10:30pm']",0,-,https://www.zomato.com/bangalore/lassi-house-richmond-road-bangalore,Lassi House,[''],
"2595, 2nd Cross Street, 18th Main Road, HAL 2nd Stage, Behind Carlton Towers, Kodihalli, Indiranagar, Bangalore",200,"Beverages, Fast Food",,Indiranagar,"Home Delivery, Indoor Seating, ","[5, 'Pasta', 'Pizza', 'Macaroni', 'Nachos', 'Chocolate Bomb', 'Salad', 'Bruschettas']",,"['11am', '10:30pm']",17,3.5                                     /5,https://www.zomato.com/bangalore/the-london-shakes-cafe-indiranagar-bangalore,The London Shakes Cafe,['Very fine cafe with great food.\nStaff is very courteous.\nGood for friends outing.\nCoffee and tea with Maggie is the best combo to try here.\nAbove all its pocket friendly.']," Based on 12 votes
"
"106, 18th Main, Off 100 Feet Road, Indiranagar, Bangalore",400,"Fast Food, Biryani",,Indiranagar,"Breakfast, Home Delivery, No Alcohol Available, Indoor Seating, ","[4, 'Burgers', 'Fries', 'Raita', 'Pasta', 'Chicken Sandwich', 'Chicken Noodle', 'Bbq Burger']",,"['10:15am', '4pm', '6pm', '10:30pm']",84,4.0                                     /5,https://www.zomato.com/bangalore/big-mummy-indiranagar,Big Mummy,"['', '', 'Brilliant cafe serving some fusion, and assortment of desi food items. Enjoyed a calm and quiet lunch recently with friends.\n Had Rajma Rice with Tandoori & Egg. And washed it down with some hot chai. My friends liked their order items too. The locality is not up to the mark, but recommend the food.', 'Amazing range of food. You can get whatever gonna you want. Never felt that I am far from home food. Very friendly nature of the owner. Love the experience', 'It is situated on 18th main near by my place a sweet place to be in. An amazing place to have homely food served with love. Specially chola bhutra is amazing.', 'Food is although tasteful but french fries potatoes are not peeled food contain stones. This is really weird for a restaurant with good rating', 'best chicken sandwich , i ever tasted in bangalore...even chole batuhre was awesome...not so spicy...light food.. dont judge a place by its look....', 'Amazing food with a lot of options and great quality and taste. Chicken curry with bhatura is a must try. Prices are very reasonable for the choices and service delivered.', 'Awesome food, that’s a blend of taste + health! Rajma Chawal, Paneer Combos, Chola Bhature, Salads, are the best here. #Eatup #Eathealthy #BigMummy', 'Stopped here for lunch and it was an amazing experience. I personally love Kala channa with rice combo. Once again thank you for yummy food.']"," 233  votes
"
"7, Anjaneya Complex, Kodihalli, Old Airport Road, Bangalore",250,"Mithai, Street Food",,Indiranagar,"Home Delivery, Vegetarian Only, No Alcohol Available, Desserts and Bakes, Indoor Seating, ","[4, 'Chaat', 'Rasmalai', 'Mysore Pak', 'Rasgulla', 'Samosa', 'Dahipuri', 'Kachori']",,"['9am', '9:30pm']",175,4.0                                     /5,https://www.zomato.com/bangalore/anand-sweets-and-savouries-airport-road,Anand Sweets and Savouries,"['Most of the celebrations, birthday parties, poojas in office we used to buy sweets from here. We have tried different varieties of sweets from here.', 'I was in the Old Airport Road Outlet of Anand Sweets on 31 July 2019. A fellow customer who was a lady pointed out that there was a fly sitting on the Rasgullas. Instead of doing anything the staff was arguing with her that they are not sure how it has come. Then when she told that it is sitting on the Rasgullas, the staff removed the container and in the process of removing the container the fly which was there on the Rasgullas got all mixed up with Sugar Syrup.\n I am not sure if the container having those Rasgullas was kept back in the food section after we left.\n\nI want to bring to your notice that I have been a customer of Anand Sweets since 2012. This kind of instances of flies on sweets is not something we expect from Anand Sweets.\n\nI request the management to please look into this matter and do the needful so that the Brand Name of Anand Sweets is not spoiled or dented in anyway.', 'Loved the Kesar badam milk! It was rich, creamy, and had a lot of almonds chopped in. The experience was like drinking an excellent kulfi. The dahi puri was a little lacking in character, and the cholay in the samosa chat could do with some zing.', 'Visited for the 1st time to try chats. We were skeptical but it changed our view. We tried bhel and dahi papdi chat... both were very nice. Must visit. @anandsweetsindia', ""We tried the dining menu and sweets at Koramangala outlet so thought that chaat would also be good in other outlets. Visited the Old Airport road one on the way back from office and believe me the chaats were extremely disappointing. Samosa and Paneer Pakoda felt like staled, Papri chaat and raj kachori were like not fired properly and some ingredients were missing. to compensate this worried experience we tried rasmalai and malpua. though rasmalai was good the malpua was again felt like half fried. we had a big expectation on Anand Sweets as this is the only famous sweet shop in Bangalore which stimulate our test buds to try our North Indian snacks other than Bharatiya Jalpan. But now we'll think twice before going back there again. And I request my fellow foodies the same."", 'This the taste of sweets that everyone would wishes to eat...... lots of varieties.... lots of loved tastes....i will definitely refer anand sweets for bangloriens', 'Highly recommended for quality sweets and great taste. I love the Motichur laddu the most among sweets. The dry fruits are THE BEST quality.\n\nHowever rabdi did disappoint in taste. But trust me this place will not let you down in quality though a bit heavy on pocket.', 'One of the best outlet in Bangalore where almost any kind of sweet you try is worth it.. I am one of the regular customer and have tried a lot of things there, just in case you wanna take feedback about anything particular.\n\nThis place is seriously worth it. You should definitely try it out once if you are a big time sweets or chats lover.', 'I have ordered different thing and automatically my order has changed after payment and they sent different thing. It happens twice with us.', 'Not so good compared to other Anands. Try dal halwa though which is good. Other stuff is all pretty much expensive for the price which they charge at par with their premium outlets']"," 274  votes
"
"4050, Ground Floor, 19th Main, HAL 2nd Stage, Indiranagar, Bengaluru",500,"Continental, North Indian",,Indiranagar,"Delivery Only, ","[4, 'Gol Gappe', 'Noodles', 'Lassi', 'Chocolate Milkshake']",,"['11am', '10:30pm']",30,3.7                                     /5,https://www.zomato.com/bangalore/stuffd-airport-road-bangalore,Stuffd,"['Ordered peri peri veggies toastizza and Mac n cheese chicken toastizza..New concept and really good in taste..Perfect for evening snacks..would like to try other flavours as well', 'An amazing alternative for bite-sized cravings. Not a generic restaurant and absolutely no generic dishes on offer. Delightful fusions of traditional snacks with western style, very jovial proprietress and a quiet place to hangout with friends. Loved the experience.', 'Different style of food. But there is something for everyone. Rice bowl, noodles, roti, gol gappa, smoothies, lassi, etc. Love the spicy mango smoothie and chatpata litchi smoothie. Also noodles rasam bowl.', 'During my trip to Bangalore heard from my friends about this cool place.... I went there and had a kiwi float and a Mac and cheese toastizza, after I ate that I was like OMG! It was just so awesome and creative.. saw a place for the first time who made the food creative and fun!! I just love your food guys!!😍😍😍\nGonna come back for more of your awesome food', 'This place has something innovative in their spread. Went there assuming it to be an outlet of some other resto, but was not disappointed with the change. Not a place if you are looking for something in traditional food or a specific cuisine, but if you love to try things out, put this as a stop.', 'Superb fusion food and a very warm staff. I ordered Mexican Gol Gappa, Kiwi Lassi and Noodles Rasam Bowl with Chicken. All of them were out of the box awesome. They gave me a shot of Spicy Lychee Smoothie that they would be launching soon, and it was out of the world. Will visit again soon.', 'The order was Chicken + Rice Bowl, but there was no chicken at all.', 'Chance found this place during my recent visit to Bangalore. Quiet ambience, open air seating. They were streaming World Cup as well. Had Mac and Cheese, cold coffee and Mexican Gol Gappa. Loved the food and presentation. We wanted the Mac and Cheese spicy and they were kind enough to customise the dish as per our taste needs. Would highly recommend this food joint.', 'I love the ambiance of the place.\xa0 It is ideal to spend a lazy evening. I work nearby so I usually come by for a toastizza with chocolate milkshake which is really yumm here. I also like the kiwi lassi which is quite refreshing. The staff is courteous and tries to make you feel comfortable.', 'During our visit to Bangalore we came across an amazing newly opened cafe named stuffd.\nThey offer you a variety of delicious and wholesome food. We had their speciality chicken rice bowl, gol gappe along with kiwi float and strawberry float!\nThe food was awesome and delicious, the service was amazingly prompt and the price is pocket friendly!\nStuffd is an amazing place for hangout with your friends family and colleagues for a quick bite.']"," 33  votes
"
"8/8, Ring Road, Near Domlur Flyover Junction, Domlur, Bangalore",100,"Beverages, Fast Food",,Indiranagar,"Home Delivery, Seating Not Available, No Alcohol Available, ","[4, 'Gol Gappe', 'Noodles', 'Lassi', 'Chocolate Milkshake']",,"['9am', '10pm']",1,3.5                                     /5,https://www.zomato.com/bangalore/fresh-juice-junction-domlur,Fresh Juice Junction,"['Very Good Spot Hang Out with couple, Good Taste and Nice Vijay Anna.!! Great Taste with Thickness and Rich ness off Flavour and. Good people Around like Me.!!!', 'I had ordered three juices. All of them tasted sour. The packing was pathetic and I only got half glass of the juices. Highly dissappointed.', 'Amazing grilled paneer sandwich, freshly prepared infront of you. Next to my place. Really healthy and 100% vegetarian food. Also fruit juices are good.', ""Sandwiches are really good. Had the Chilli cheese and capsicum cheese.\nWouldn't recommend could coffee or Oreo shake. Both are pretty mediocre at best."", 'Theres nothing too much to write... its fine for me... had few times juices milk shakes and sanwiches over here... dey r quite ok... just go out n have it just like dat']"," Based on 12 votes
"
"18th Cross Road, Opposite Chimera Technology, 3rd Sector, HSR Layout, HSR, Bangalore",400,"South Indian, Biryani",,Indiranagar,"Home Delivery, ","[4, 'Gol Gappe', 'Noodles', 'Lassi', 'Chocolate Milkshake']",,"['10am', '10pm']",0,3.3                                     /5,https://www.zomato.com/bangalore/bangalore-biryani-hsr-bangalore,Bangalore Biryani,"['', '', '']"," Based on 4 votes
"
"70 B, 4th Cross, Muniyallappa Garden, Kodihalli, Old Airport Road, Bangalore",350,"Mughlai, South Indian, Biryani",,Indiranagar,"Breakfast, Delivery Only, ","[4, 'Gol Gappe', 'Noodles', 'Lassi', 'Chocolate Milkshake']",,"['7am', '10pm']",0,3.1                                     /5,https://www.zomato.com/bangalore/toc-foods-airport-road-bangalore,TOC Foods,"[""Since when did Kolkata Biryani started having Kadi Leaves in it is something I don't understand. Ordered Kolkata Mutton Biryani from this new joint and sadly, it was a disappointment. The biryani was nothing like a biryani itself let alone, Kolkata style. Full of Kadi leaves and meatless bone pieces, the biryani was a huge upset.\n\nMost of the biryani hubs in Bangalore are all about this and that but very few actually knows how to make a genuine biryani and certainly, this isn't one of those. Bad taste and overly priced menu!!\n\nLet's see what others have to say but honestly, this was one of the worst I've ever had."", '']"," Based on 7 votes
"
"138, Maruthi Towers, Old Airport Road, Bangalore",1,"BBQ, Arabian, Chinese, North Indian, Desserts",Their Arabian delicacies,Indiranagar,"Home Delivery, No Alcohol Available, Indoor Seating, Free Parking, Card Upon Delivery, Table booking recommended, Table reservation required, Table booking for Groups, Kid Friendly, ","[5, 'Barbeque Chicken', 'Shawarma', 'Chicken Grill', 'Vegetable Biryani', 'Fish', 'Pepper Bbq Chicken', 'Cream Of Tomato Soup']",,"['11:30am', '11:30pm']",927,4.2                                     /5,https://www.zomato.com/bangalore/zaitoon-airport-road,Zaitoon,"['I first went to Zaitoon in Chennai near the Adyar beach way back in 2010... Since then in my stint there, frequented the place quite a bit... Was always looking forward to eating at Zaitoon again, so the first thing I did in Bengaluru was to check how far Zaitoon is from the place I am staying now... And call it destiny, it is only a 10 minute walk... So even the unusual wait time on a Tuesday afternoon could not discourage me enough... Coming to food, tried the Pepper Barbeque chicken with hummus and pita, which tasted exactly like it did 10 years back... Also tried the Kozi Laham, which is Mutton in a bed of saffron rice... This is insanely flavorful and delicious... I personally feel Zaitoon should remove those junk Indian and Chinese pages and stick to just those two or three pages of Arabic cuisine... And they should look at serving some Arabic drinks as well... Also they should expand to other big Indian cities as well... Highly recommended...', ""When I first came in to Bangalore I was suggested by a friend that this place is a must visit if you are a chicken liver .\nAnd yes it is true.\nIf you want some lipsmacking chicken, you ought to visit zaitoon.\nThis place has a western cum Mughal era feeling.\nWith staff wearing a hat and serving it a smile,with beautifully decorated and lighted this restaurant son my heart.\nA heads-up you got to book a table because the waiting time is more as this place is always crowded for known reasons.\nWe ordered some special chicken zaitoon lollypop.its was delicious.\nIt was neither dry nor was it muddy , a perfect blend of crisp and flavour.\nThe quantity is perfect or more for 2 people.\nWe ordered our favourite butter garlic naan and chicken lazeez( don't remember the name exactly) for out main course and that made our day.\nA perfect luncheon !\nHappy eating people.\nDo visit here once.."", 'A good family restaurant with great food. Have been there to try their fish and it was yummy. I looked around and found most of the people enjoying their food- all of them being non-vegetarians. They were quick with the food, however not quick with the fresh lime water and soda- which I believe is because of the separate kitchen who serve dessert and shawarmas- so there was a coordination gap. Of what I have tried and seen this place is a good place to visit to try yummy fish, crab, and Arabic\xa0food.\xa0 Affordable and good dining, hence these places will never go out of style. If i happen to try any other dishes from this place will surely update this review.']"," 2111  votes
"
"59/2, Subramanya Complex, New Thippasandra Main Road, Thippasandra, Bangalore",800,"Andhra, Chinese, North Indian, Biryani",,Indiranagar,"Home Delivery, No Alcohol Available, Indoor Seating, Table booking recommended, ","[3, 'Chicken Guntur', 'Tandoori Chicken', 'Hyderabadi Biryani', 'Chicken Boneless Biryani', 'Crispy Chicken', 'Matka Biryani', 'Panner Tikka']",,"['11am', '3:30pm', '7pm', '11pm']",56,3.9                                     /5,https://www.zomato.com/bangalore/plantain-leaf-thippasandra-bangalore,Plantain Leaf,"['', '', '', '', 'The food was very bad. I had ordered honey chilli potato but some burnt, oily , no honey potatos were\n delivered. No refund was done. Very very bad service.', 'The biriyani here is truly delicious. The delivery time is pretty good. The Hyderabadi dum Biryani and the Andhra style biriyani are really good.', '', 'Visited the restaurant with an aim of having Andhra meal. Had the regular veg meal, food was OK. No idea about other dishes. Felt that 175++ is bit pricey for Andhra meal at Thippasandra.', 'The best andhra food in town! Because I tasted Guntur chicken it was out of world.Food was good quality with lots of andhra variety And delivery also on time.', 'Had to wait for almost 45mins even after pre-booking table....food was not that great..good quantity...!!\nQuick service..!!\nMatka biriyani was very delicious..!!!']"," 574  votes
"
"1659, 1st Floor, Above ICICI Bank, 10th Main Road, HAL, 3rd Stage, Jeevan Bhima Nagar, Bangalore",400,Fast Food,,Indiranagar,"Home Delivery, Indoor Seating, ","[3, 'Chicken Guntur', 'Tandoori Chicken', 'Hyderabadi Biryani', 'Chicken Boneless Biryani', 'Crispy Chicken', 'Matka Biryani', 'Panner Tikka']",,"['12noon', '12midnight']",7,3.8                                     /5,https://www.zomato.com/bangalore/slice-of-spice-signature-1-jeevan-bhima-nagar-bangalore,Slice Of Spice Signature,"[""I tried thier mashmilla chicken . It was super amazing! I can't stress enough on the taste. This is the best grilled chicken I've ever had from India! It comes with mayo, green chutney, colslaw, and the biggest piece of the chicken. It's evident that they have spent quality time on the food to make it super special. I would recommend it for all the foodies out there. You guys rock!""]"," Based on 18 votes
"
"121, ATR Complex, Opposite ISRO, Murugeshpalya, Old Airport Road, Bangalore",450,"Andhra, Biryani, North Indian",,Indiranagar,"Home Delivery, No Alcohol Available, Indoor Seating, Table Reservation Not Required, ","[4, 'Chicken Biryani', 'Hyderabadi Biryani', 'Prawn Biryani', 'Ghee Roast Biryani', 'Mutton Biryani', 'Fry Prawns', 'Chicken Guntur']",,"['11:30am', '4pm', '7pm', '11pm']",44,3.8                                     /5,https://www.zomato.com/bangalore/suchithra-biryani-house-airport-road,Suchithra Biryani House,"['', '', '', '', 'We tried chicken biriyani family pack. We bought 2 packet of family pack biriyani. It was more than enough for 5 people. Super value for miney package', '', '', 'This place was close to my office, used to lunch here quite regularly. Their briyanis and meals are excellent. Esp Boneless chicken briyani and fish briyani r good. You can order any random starter or curry from their menu and it tastes good. Perfect Andhra style food. Value for money. If you order a briyani sitting at the restaurant, one person cannot finish it and if you get the briyani parcel from here, the quantity is sufficient for 2. Ambience is not great. The place is crowded during lunch hours on week days and you got to wait to get a table.', 'Biriyani rice quality is very good. Chiken Biriyani is my favourite from here.service was not that good as ac was not working.food taste is 3/5.', ""This place is on a terrace of one a small building.\nIt's pretty old one. Have been seeing this past from 6years.\nWe a gang of 7 visited this. And 5 had non veg biryani and 2 had veg biryani.\nThe taste is decent. Nothing extraordinary. The quantity is large enough for a medium sized appetite.\nRate is just above the average.""]"," 338  votes
"
"77, Hotel Salala, Church Street, Murugeshpalya, Old Airport Road, Bangalore",400,"Kerala, South Indian, Chinese",,Indiranagar,"Breakfast, Home Delivery, Indoor Seating, ","[4, 'Biryani', 'Appam']",,"['9am', '11pm']",13,3.8                                     /5,https://www.zomato.com/bangalore/hotel-salala-airport-road,Hotel Salala,"[""This is such a gem of a place. It's a place that specialises in Kerala Cuisine. In Love with their Food. Soul Food is what I can call the food. Right starting from the aroma and ghee rice will mesmerize you. The kalmi masala was perfect in taste. And the Fish Fry was a show stopper.In fact I am a huge fan of their Shawarma Plate. Such Pocket Friendly price. But there Appam could be better and was cold when served.""]"," 92  votes
"
"Kodihalli Main Road, Opposite Indian Oil Petrol Bunk, Old Airport Road, Bangalore",350,"North Indian, Chinese, South Indian",,Indiranagar,"Home Delivery, No Alcohol Available, Indoor Seating, ","[4, 'Biryani', 'Appam']",,"['11am', '4pm', '7pm', '11pm']",10,3.1                                     /5,https://www.zomato.com/bangalore/nandini-andhra-style-mess-airport-road,Nandini Andhra Style Mess,"['', 'Went for a andhraveg thali and it was scrumptious.\nWe were so full but still could not stop eating. \nRasam was the best \nThe staff there was on their toes while serving food.', ""Hai ppl\nIt's time for dinner\nWe choose Andra food from nandini\nVery good tasty\nService also perfect\nOverall OK worth of money\nWe are all enjoyed"", 'Good restaurant and tasty food. especially for spicy who eats its right place and good delivery options. so just try once and you will surely feel happy.', 'good food,near to Kodihali hal road ,prices are less and afternoonlunch is good and not good ambience\nOverall will give 4 rating to this andhra hotel', 'Awesome place for an authentic Indian food lover at affordable prices. biryani , guntur chicken, and meals are a must try.loved the place and mostly the food.', 'It is a regular lunch spot for our colleagues at office. Tasty food at affordable rates. Veg thali is perfect for lunch. Pickles and chutneys are tasty. \n\nFor people who like andhra cuisine, this is the best place', 'If someone likes Andhra food they can try this. Low prices and food is of decent quality. Try Spl biryani, Meals, Chicken fry. You can also try egg chapathi and egg dosa', ""Employ people who can speak local language or English..he kept speaking in Telugu which we kannadigas don't understand. We do not go to Andhra and speak in Kannada, expecting people to understand. \nIt's a shame you lose customers this way!"", 'Food is definite good... we tried meals... tastes very typical andhra... but less hygenic n very messy.. taste n pricing is best... worth trying especially very hungry...']"," 33  votes
"
"51, 1st A Cross Road, Stage 2, Domlur, Bangalore",300,Bakery,,Indiranagar,"Home Delivery, Pre-Ordering Required, Desserts and Bakes, ","[4, 'Biryani', 'Appam']",,"['9am', '8pm']",6,3.6                                     /5,https://www.zomato.com/bangalore/krumb-kraft-domlur-bangalore,Krumb Kraft,"[""If you like authentic German bread, look no further. I've lived on Vienesse breads for 3 decades and finding authentic German breads in India was impossible until recently. I tried their Sonnenblumen Vollkorn Brot. It was Just perfekt!"", 'This place is a godsend for people looking for authentic Sourdough breads.I have tried their basic Country Sourdough bread on two occasions and have not been disappointed.Plan on trying the rest of their breads very soon!', '', 'Great whole-wheat sourdough bread, which smells like it has been made with natural yeast. I ordered home delivery twice before writing this review.', 'Delicious! The best bread in Bangalore. Since being in India I missed having a proper loaf of bread. Krumb Kraft came to the rescue!  My family enjoys the wide variety of breads on offer. Everyone can have something they like! Also it freezes well:)', 'Absolutely love the sourdough breads from here. Especially the Focaccia one (with cherry tomatoes and olives).\xa0\nDelivery is across Bangalore via Dunzo.', 'It’s was the first time that I heard about Sour Dough and thought of trying it. My sister learning from the prof got it freshly made for us. I had the bread with Missal & bhaji that same day. It was so good. Next day I had the complete pleasure of tasting just the sour dough without anything in my office. Omg!!! It was so yummy. I ate half the bread trying to hide from others to eat in working hours. The sundried tomatoes and olives was making my heart giggle with each bite. That day, the bread lover in me was happy and content. Must try the amazing sourdough by Krumbkraft.']"," Based on 11 votes
"
