restaurant_link,locality,restaurant_name,photos_taken,rating,votes,cuisines,approx_cost_for_2,opening_timings,address,more_info,known_for,most_liked_Food,reviews
https://www.zomato.com/bangalore/abbus-biryani-thippasandra-bangalore,Indiranagar,Abbu's Biryani,11,-,NA,"North Indian, Arabian, Biryani",500,"['12noon', '3:30pm', '6:30pm', '11pm']","31, 32/2, 1st Floor, SPR Complex, New Thippasandra Main Road, Near Anjaneya Temple, Thippasandra, Bangalore","Home Delivery, Outdoor Seating, Indoor Seating, Wifi, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']",[]
https://www.zomato.com/bangalore/bombay-kulfis-jeevan-bhima-nagar-bangalore,Indiranagar,Bombay Kulfis,13,3.3                                     /5," Based on 8 votes
","Ice Cream, Desserts",150,"['12noon', '12midnight']","556, HAL, Stage 3, Jeevan Bima Nagar Road, Jeevan Bhima Nagar, Bangalore","Home Delivery, Indoor Seating, Desserts and Bakes, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']",['Really love their kulfis. Absolutely yummy. They have a huge variety of kulfis. You can have a hard time choosing which one to have. A definitely must visit place.']
https://www.zomato.com/bangalore/cravebelly-veg-non-veg-airport-road-bangalore,Indiranagar,CraveBelly Veg & Non veg,1,-,NA,"North Indian, Mughlai",300,"['9:30am', '10:30pm']","21, 4th Cross, NAL Wind Tunnal Road, Murgesgpslya, Old Airport Road, Bangalore","Breakfast, Home Delivery, Indoor Seating, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']",[]
https://www.zomato.com/bangalore/bangalore-express-2-thippasandra-bangalore,Indiranagar,Bangalore Express,1,-,NA,"Bengali, Chinese, Seafood",300,['24 Hours'],"235, Ground Floor, 5th 'A' Cross, HAL 3rd Stage, Thippasandra, Bangalore","Home Delivery, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']",[]
https://www.zomato.com/bangalore/choice-pizza-online-1-airport-road-bangalore,Indiranagar,Choice Pizza Online,1,3.3                                     /5," 4  votes
","Pizza, Rolls, Fast Food",700,['24 Hours'],"370 G, Floor Wind Tunnel Road, Murugeshpalya, Old Airport Road, Bangalore","Breakfast, Home Delivery, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']",['Very good Choice pizza online\nFull tast Chicken pizza bangalore number one pizza very very tast good job Choice pizza online delivery on time 25 minutes for good job delivery boy\n\nIm Abul hussan']
https://www.zomato.com/bangalore/shalom-varieties-tea-point-old-madras-road-bangalore,Indiranagar,Shalom Varieties Tea Point,0,-,NA,Tea,100,"['7am', '10:30pm']","27, Ground Floor, C Colony, Murphy Road, Old Madras Road, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']",['Amazing tea! Specially the lemon tea with mint and pepper black tea. Lots of varieties available. Highly recommend the Maggie and Masala Butter Milk as well.']
https://www.zomato.com/bangalore/chit-chat-cafe-airport-road-bangalore,Indiranagar,Chit Chat Cafe,2,-,NA,"Beverages, Fast Food",150,"['8am', '10:30pm']","12 near KDC Dentel care Building, N.R . Layout, murgesgpslya, Bangalore","Breakfast, Home Delivery, Vegetarian Only, Indoor Seating, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']",[]
https://www.zomato.com/bangalore/thirumala-royal-biryani-airport-road-bangalore,Indiranagar,Thirumala Royal Biryani,0,3.1                                     /5," Based on 12 votes
","Biryani, Hyderabadi, North Indian",450,"['11am', '4pm', '7pm', '4am']","22, Pent House, Nanja Reddy Colony, B Cross, Murugesh Palya, Old Airport Road, Bangalore","Home Delivery, Seating Not Available, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']","['', ""Easily among the worst mutton biriyani(well, that's the way they call it) I have ever had! . One has to appreciate their audacity to call that stuff which they sell as Biriyani, that too 'Royal' . The rice was uncooked, and the couple of bones were stinking bad. I wouldn't give it another try even if they give it for free."", 'When I ordered for chicken biryani nd I paid money for it but they delivered un cooked rice spoiled egg not even a single piece of chicken. It happens in the mid ni8 I was very hungry. But this zomato and this restaurant both together made me to sleep with empty stomach.', ""Worst food and Zomato rating this restaurant excellent for food hygiene is wrong.\n\nI have ordered Guntur chicken semi gravy and Chicken Kolhapuri. Starter was tasting like chewing rubber and the worst part about chicken Kolhapuri, they stuffed Puri( Yes, puri) on a gravy and delivered. I don't know if it's a joke, but Zomato encouraging these kind of restaurants not right.""]"
https://www.zomato.com/bangalore/biryani-point-domlur-bangalore,Indiranagar,Biryani Point,0,-,NA,Biryani,300,"['11am', '11pm']","302, 7th Cross Road, 1st Stage, Domlur, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Chaat', 'Pav Bhaji', 'Panipuri', 'Samosa', 'Chole Bhature', 'Jalebi', 'Paratha']","['opened newly in Domlur so thought of giving a try.\ngot 2 chicken leg peice biryani and one full plate kabeb. one leg piece was having only bones along with an egg 😊. other biryani had little meat around leg piece but Jo egg. rice was half cooked with slightly color added. 8 ieces of kebab arevert small and fully bones. was scared seeing their price, with that low price I was double thinking about their food taste. waste biryani ever, waste of time money and our Sunday lunch.']"
https://www.zomato.com/bangalore/the-ants-cafe-store-domlur-bangalore,Indiranagar,The Ants Cafe & Store,715,3.9                                     /5," 1381  votes
","Cafe, Italian, Fast Food",800,"['9am', '8:30pm']","Shop 5, Natasha Gulf View Apartments, Opposite Diamond District, Domlur, Bangalore","Breakfast, Home Delivery, Indoor Seating, ",English Breakfast and cozy ambience,"[4, 'Coffee', 'Waffles', 'Sandwich', 'English Breakfast', 'Pasta', 'Salad', 'Omelette']","['Visited this place to attend the Open Mic Event but that was a mistake. Not because of the event but because of the service and hygiene.\nI literally saw the rats roaming around here and there in cafe 😞 which is not a good sign for cafe.\nService is super slow.', 'Review is based on my experience for the Whitefield location .\n\nQuite aloof of a location but equally safe and welcoming.We visited in the afternoon and there was no crowd so we could relax and enjoy the food and the ambience.\n\nFood was delicious ,we tried mango milkshake,pasta, chicken crepe, coffee and masala fries. It was served hot and fresh.\n\nService was prompt as expected.\n\nFood 4/5\nAmbience 4/5\nService 4/5', 'Very disinterested team. They do not smile at all. The cups and glasses smell of the cupboards they have been stored in. Overpriced considering the tea is not even brewed but made from tea bags. If eating is not your main focus, it’s a good hangout if you want privacy or want some quiet. The restroom looks old and could do with some renovation.', 'Went to the place after long for breakfast and was disappointed on the staff not knowing much about the menu and the food also average. I used to recommend this place to others but their quality looks to have dropped significantly.', 'You can shop and eat, have a lovely conversation... No noise and slow music. Has a lovely aura in being a home and being served great food\n\nNot pet friendly though.. 😣\n\nItems ordered - Fresh juice and chicken & mushroom in brown sauce served with softest garlic bread ever had ♥️', ""Honestly, I've been wanting to visit ants cafe since the longest time and when I did, it was a tad bit below my hyper excitement and expectation level. First of all, for some reason, the place looks SUPER SAD and gives out a very DULL vibe, not peaceful not the me-kind or definitely not a feel good vibe. It's probably the way it's built or managed or I don't know what. The breakfast menu genuinely looks nice and would love to try it someday but I just stuck to pancakes and hot chocolate this time. Both of them were pretty average. The only highlight of the place is the store, showcasing authentic Assamese culture. They need major improvements to life up the vibe of this place for sure!"", ""I've passed this location multiple times and never noticed a cafe there. It's hard to spot from the road and doesn't look very appealing from the outside.\n\nBut I was surprised by the ambience inside! There are some great spots to sit and enjoy your weekend brunch. Spent some time here and didn't notice it go by!\n\nThe food's great and the service wasn't as bas described in the other reviews. Maybe they improved on it?\n\nI got the bacon breakfast, sausages, coffee and ice tea. The food was great but the coffee was a bit off. It lacked the aroma and flavour - old coffee beans perhaps?\n\nThe prices are reasonable! Would visit again"", 'Little cozy and warm cafe. Has balcony and relaxed sitting arrangement. Ordered Maharaja and Spanish omlets, scrambled eggs. Food is tasty and affordable however service is super slow. We ordered chamomile tea and coffee which never came after asking for three times and they charged for it in the bill. Need to improve on service !', 'Terrible sandwiches. The ambience was really nice and the good thing is that they use pyramid bag teas but the sandwiches were tasteless and made with white bread. Big chunks of onion inside with an overdose of mayo and no spices at all.', 'Went to the ants cafe for some brunch after being hungover and it was exactly what I needed. The service was great and it was a very peaceful place to sit and read.']"
https://www.zomato.com/bangalore/a-1-pizza-and-food-airport-road-bangalore,Indiranagar,A 1 Pizza and Food,20,2.9                                     /5," 228  votes
","Pizza, Chinese, North Indian",300,['24 Hours'],"370, Wind Tunnel Road, Murgeshpalya, Old Airport Road, Bangalore","Delivery Only, ",,"[3, 'Pizza', 'Burgers']","['Very dilisious dishes, and quality and quantity is good, price also worth value for money, good service.', 'I ordered chicken burger and chicken pizza test is good and nice paking so really I like the food and again I will order this restaurant and thanks for a1 pizza and food', 'I ordered pizza and burger combo yummy tasty pizza and burger and complimentary coke thanks chef and thanks to a1 pizza and food again I will order same place', 'Good place but need to improve the quality. when I got the order that time the cheese was like rubber and teste also not so good.so suggest you people to improve the quality.', 'One of the worst Taste I ever had in my life', ""Delivery boy was OK. But I ordered the food from zomato and when I got the food I got the tag of Swiggy. What the hell is this?? U guys don't have a tag zomato also.. Come on yaar. I don't like swiggy.. Remember thats y I choose zomato.. Next plz be careful.. Otherwise next time I will send proof also..\nDon't wry I won't post on Social media .. But plz sir be careful"", 'Horrible food', ""Im so sorry to say\nBut coming from work\nFully tired fully hungry, placed the order which took more than an hour\nAnd once it received and saw the packaging wow\nI cnt explain the taste bcoz i just want to be honest that i just don't want to taste\nWorst new year\nAnd speechless for biryani"", 'Burger taste is average oly', 'I like the food']"
https://www.zomato.com/bangalore/sri-chamuneshwari-veg-andhra-style-ulsoor-bangalore,Indiranagar,Sri Chamuneshwari Veg Andhra Style,1,-,NA,"Chinese, South Indian",250,"['6:30am', '3:30pm', '5pm', '10:30pm']","52, G Street, Jogipalya Main Road, Ulsoor, Bangalore","Breakfast, Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available, ",,"[3, 'Pizza', 'Burgers']",['']
https://www.zomato.com/bangalore/johnys-kitchen-jeevan-bhima-nagar,Indiranagar,Johny's Kitchen,41,4.0                                     /5," 69  votes
","North Indian, South Indian",300,"['9am', '11:30am', '1pm', '3:30pm', '7pm', '11pm']","Plot 208, 11th Cross, 8th Main, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore","Breakfast, Home Delivery, Indoor Seating, ",,"[4, 'Chole', 'Custard', 'Veg Thali']","['Best home cooked and healthy food in Bangalore', '', 'Great food and great staff', ""Aunty makes delicious food. It's hygienic and perfectly giving the feeling the home🥰\nI had a North Indian thali including rice, roti, daal, chana masala, gobhi alloo, salad and custard 😋"", 'Johny Kitchen, like any other food place you might think, but it\'s a place of our own taste, hygienic and pocket friendly. I have tasted few items like poha, sabudana poha, dosa, veg meal and it was good and freshly done, good for taste buds but then one day we got a new addition in his kitchen ""Samosa"". Believe you me, any North Indian can vouch for his samosa taste which takes each one of us back to our memory lane of our town, getting the same delicious samosa. The nostalgia I have got, it never happened in my 10+ years in Bangalore eating so many dishes across. The filling of Patato, the outer crisp layer and the masala of that filling, proper shaped samosa is a must try for each samosa lovers. I wish Johny kitchen to prosper so that we all can have a quality with authenticity of various dishes always.', 'Johnys Kitchen is a paradise for people who like hygenic, clean food. I have spent a lot of time searching for places like this and not being able to come here everyday will be my only regret if i shift in any other oart of Bangalore. The food is prepared fresh and with no compromise on quaility of ingredients (dont get fooled by simple ambience). Also its economical. I rely on this place for my daily meals and it is the closest that can come to home food outside of home.', ""So basically I was looking for a quaint place to finish lunch on the Jeevan Bima Nagar vicinity. A search on Zomato took me here.\nA small place nr. National Center for Excellence, Thippasandra, where you would initially struggle to locate the spot. Equipped with three 4-seater table, assuming this place rely mostly on online/ home delivery model.\nNot that they got an exhaustive menu, but got impressive healthy breakfast options. However, settled down with a non-veg thali comprising two fresh-soft chapathis, (bet would not stop from ordering few more), rice, salad, a bowl of thick dal, egg curry, and chicken curry 3-pieces, and a dessert - custard.\nI wasn't very keen on a homely lunch, but ended on having one, which was quite satisfying.\nOverall a comforting experience that should get me here again to try out something else in some other time of the day."", 'Its a really small and warm place with friendly people around. We had been there around 10 PM on a cold windy night. The food we had filled our tummy as well as our hearts. Surely coming back fr some more Rajma Chaawal & Alooo Paraths.', ""Homely food with great taste...\nAs a chef i suggest #JeevanBhimaNagar residents that Johnny's Kitchen is the best choice for healthy and homely food..."", 'I saw this place while walking through the area and found it quite appealing. That afternoon I ordered a veg thali, which has been the best home food thali I have eaten in a while! The thali is nicely packed in a plastic plate which is easy to eat and easy to dispose as well. Every item in the Thali had that really nice homely taste. The quantity was just right for me.. not heavy and oily at all!. I hope the owner retains the taste and pricing and if so, I am a loyal customer!']"
https://www.zomato.com/bangalore/burger-bite-house-thippasandra-bangalore,Indiranagar,Burger Bite House,15,-,NA,"Burger, Continental",400,"['10am', '11pm']","10/3, Sree Rama Temple Road, 3rd cross, Church Street, Hal 3rd stage, Thippasandra, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Chole', 'Custard', 'Veg Thali']",[]
https://www.zomato.com/bangalore/gandharva-cafe-ulsoor-bangalore,Indiranagar,Gandharva Cafe,0,3.3                                     /5," Based on 4 votes
","South Indian, Chinese",200,"['7am', '10pm']","15/6, Sadashiva Madaliar Road, Halasuru, Ulsoor, Bangalore","Breakfast, Home Delivery, Seating Not Available, Vegetarian Only, Standing Tables, ",,"[4, 'Chole', 'Custard', 'Veg Thali']","['', 'Had some good coffee in this small cafe. Place was kept clean!', ""It's a decent place to try out pocket friendly, on the go South Indian food. There's no seating space. I ordered a Cheese Dosa. While the Dosa looked good and was even crispy and soft at the same time, it lacked a decadent cheese filling. Priced at Rs.50.\n                                                thesuavyglutton.wordpress.com""]"
https://www.zomato.com/bangalore/chai-masthi-domlur-bangalore,Indiranagar,Chai Masthi,20,3.4                                     /5," 11  votes
","Fast Food, Lebanese",200,"['11am', '11pm']","298, 7th Cross Road, 1st Stage, Domlur, Bengaluru","Home Delivery, Free Parking, Indoor Seating, ",,"[4, 'Chole', 'Custard', 'Veg Thali']","['Tried visiting this place. It was closed all the time. No one picks the call.', 'Such a great hangout! Not so big, but fancy and the food is so tasty! Starting from their masala chai, fries!!!\nMust try is their Spanish omlette, pizza !! Cutlet also was yummy!!\nHighly Recommend!!', 'I have ordered tea and maggi. Tea is too cold and maggi quantity is too less. The amount which I spent for maggi and quantity which I got is really disappointed.. I am not getting proper service from zomato.. 😞', ""All most all items I've tried there. Its good and very reasonable price in outlet. Im little disappointed with sandwich. You can try pasta, pizza and opara rice is good option."", 'Awesome place to satisfy your craving for some hot snacks and chai. The staffs are great and ambience is also good. Very reasonable price .. must try the thin crust pizza @ affordable price. Thumbs up to the team 👍', 'It a a nice cozy joint for youngsters, quick business meet or even a quick hangout with peers n friends\n\nGood service which is quick\n\nWe had sandwiches, cutlet which was decent\n\nNice lemon tea\n\nOverall domlur lacked this kind of joint and its welcome \n\nKeep it up', 'I thought where to fulfill the Sunday evening craving. We dropped in this place. The place had a clubhouse effect with small seating areas. The staff was very cordial. We tried their ginger tea, normal tea and filter coffee. Along with that we had chicken shawarma and chicken sandwich. The food was really tasty and worth the money. I enjoyed my visit and expecting to drop in soon.']"
https://www.zomato.com/bangalore/budget-food-airport-road-bangalore,Indiranagar,Budget Food,45,3.4                                     /5," 41  votes
","North Indian, Biryani",700,"['11:30am', '3:30pm', '7pm', '10:30pm']","155/1, Dena Bank Building, Kodihalli, Old Airport Road, Bangalore","Home Delivery, Indoor Seating, Table Reservation Not Required, ",,"[4, 'Chole', 'Custard', 'Veg Thali']","['The restraunt is right next to my office, hence we go here once in a week. They serve good Biriyani, Rotis and Gravies. Apart from that I have felt Dal Kichdi and Mushroom Biriyani is also good here. The price of the items are decent and the food is bit on the spicy side.', 'Delivery was quick. Need to heat/microwave before eating. Quality is good. I had ordered for Non Veg Combo. Biriyani is north indian / malabar style.', 'Ordered Veg biryani + Gulab Jamuncombo. I received kesaribath ( which was not good) instead of Gulab Jamun. Veg biryani was good. Raita was very less. Overall average experience.', 'very taste food love it', 'They have showed there is coke for combo but they have not given', 'If you are looking for tasty Non veg food, your search ends here..! Awesome taste.\n\nTaste - 5 🌟\nQuality - 4 🌟\nHealthy - 4 🌟\nQuantity - 2 🌟 (restaurant should work on improving the quantity rather than giving discounts)\n\nKudos to the chef 👏 👏', ""Ordered harabara kabab and chicken lollypop. Food taste is simply good. Good food at reasonable cost. In time delivery. I hope it's a new restaurant keep it up.will reorder"", 'I ordered something . I got something very funny 😂😂😂', 'took long time to deliver']"
https://www.zomato.com/bangalore/flavors-of-india-domlur-bangalore,Indiranagar,Flavors of India,17,2.6                                     /5," 16  votes
","North Indian, South Indian, Andhra, Mughlai",600,"['7am', '10:30am', '12noon', '4pm', '7pm', '12midnight']","210, First Main, A Cross, ESI Hospital Road, 2nd Stage, Near Domlur Club, Domlur, Bangalore","Breakfast, Home Delivery, Indoor Seating, Smoking Area, Buffet, ",,"[4, 'Chole', 'Custard', 'Veg Thali']","['', '', 'Manager shouts so loudly in the kitchen that Guests can hear in the lobby, buffet is infested with roaches', ""Not a great food experience, chicken in the curry felt a little raw kind of red from the inside, need to be cooked well. Sweet Corn Chicken tasted different due to shredded chicken pieces have a different taste altogether. Need to have a check on Masalas, too much of masala in curry and cauliflower accompaniment. Will skip this place next time for sure. Not just because of food but due to great delay in service. Long waiting time and as I arrived a little late my family members started food and were not aware of bread i.e. Naan being part of the buffet. To get Ice Cream it took a lot of time more than 4 to 5 mins as it was not kept in the buffet. I don't think I'll visit again ever and suggest others to tread carefully and visit if they are okay with delay in service and meagre quality of food."", ""The service is worst and taste is below average...\nDefinitely not worth the price...\nAnd wouldn't recommend as well\nBiryani is very dry and tastes like we're eating rice and gravy"", 'We ordered 3 starters, 2 mains and 2 types of breads... everything was so good and fresh. Kalmi kebab, malai chicken, ginger chilli fish, Andhra gravy, fried rice, roti and naan. The starters were so good ..we ordered fish again. Worth going there..we went with our kid and his grandparents..', 'Ambience and music is soothing. The staffs here are very courteous and kind. Food is amazing. Must visit in Indiranagar/Domlur.\xa0\nFood: 4.5/5\nService: 5/5\nAmbience: 4/5', 'While passing by came across this posh looking boutique hotel and saw outside poster of the Restaurent Flavours of India we tried ala carte liked the starters mains and desserts the food was tasty and the service was excelent', 'We visited this place newly opened restaurant called FOI flavours of India we were group of 20, we got superb deal the place was packed still managed to get table thanks to the table management of Rahul the manager, the food and service was very good, the food was outstanding', 'This is a new place and was recommended by one of my friend. \n\nThe food here is varied and very tasty. Met their New Chef and the presentation of food is just awesome. \n\nThe variety of food here is so much and so creative that you will not go without a bite. \n\nI really appreciate the hotel for its kindness in staffs. The staffs really makes big difference for any organisation.']"
https://www.zomato.com/bangalore/all-shook-up-domlur-bangalore,Indiranagar,All Shook Up!,41,3.9                                     /5," 88  votes
","Desserts, Beverages",300,"['10:30am', '11:30pm']","314/2, 3rd Main Road, 7th Cross,1st Stage, Domlur, Bangalore","Home Delivery, Indoor Seating, Desserts and Bakes, ",,"[4, 'Faluda', 'Brownie Shake', 'Mint Oreo Shake', 'Grilled Sandwich', 'Chicken Sandwich', 'Belgian Chocolate', 'Cheese Grill']","['', '', 'I ordered for Death By Chocolate and its no where near to Death By Chocolate. Infact you guys are insulting the real texture and taste of Death By Chocolate. It was like one local cake filled with vanilla and chocolate ice cream, plus there was no chocolate sauce. If i was aware of this kind of death by chocolate, i would have got simple ice cream from my neighboring shop and been satisfied with it, really disappointing!!! The rating should be -ve 1, since i dont have that option, i am forced to give one rating.', ""Good place for a quick snack and a drink. The prices are very nominal and it's like a friend's corner. We had a lemonade and a kulfi. The kulfi was good and I ll surely visit this again once I am back home!!"", 'Terribly stale ice cream and brownie, ice cream tasted as if it had been in the fridge for over 6 months and brownie too was stale and had a fowl smell', ""Good place for good sandwich.. price is reasonable. Initial they use to serve sandwich with French fries.. it's was good now they are serving sandwiches with out French fries. But It's too good and yummy.. I liked sandwiches having here is you will get unlimited myeo... It's too yummy... Definitely worth of trying sandwich here.. you can enjoy sandwich with in 53/-"", 'Was attracted by the menu and rating and coz it is located 500mts away from the main road.\n\nBeing a cricket fan, I know how excited you are during the cricket match. But you gotta take up the order from your customers. But that was not the scene here. Have reduced one star because of this service.\n\nComing to the food, I had ordered for CAP -carrot, apple and pineapple juice and cheesy omelette sandwich which tasted really good', 'All shook up is a great place for sandwiches & shakes. Must go and have some great food and cost is also low with lots of verity’s Of milkshakes & ice creams...', 'This place was a good find for me. Slightly away from the main road but if you come once you keep coming here. I tried the cheesy egg omlette with some chilled watermelon juice. It is very much pocket friendly. It has a small seating area as well. They make the sandwiches fresh which tastes great. My next target will be there chicken sandwich.', 'Very good in tasty and d service super fast an d place good very clean restaurant it costs very less not lyk other restaurant n they need to have other dishes']"
https://www.zomato.com/bangalore/linoui-the-leela-palace-airport-road,Indiranagar,L'inoui - The Leela Palace,41,3.4                                     /5," Based on 11 votes
",Desserts,400,"['11am', '8pm']","The Collonnade, The Leela Palace, Old Airport Road, Bangalore","Home Delivery, No Alcohol Available, Indoor Seating, ",,"[4, 'Faluda', 'Brownie Shake', 'Mint Oreo Shake', 'Grilled Sandwich', 'Chicken Sandwich', 'Belgian Chocolate', 'Cheese Grill']","['', '', 'Caramel hot chocolate at L’inoui.\nWas extremely refreshing to come across this place at Leela palace. One can experience this delicious drink made in heaven with some peace and quite. \nYou first put in the caramel filled chocolate shell and then the chocolate pot on the stick, wait for it to melt and enjoy the goodness ! \nVery reasonably priced, gluten friendly place  and no preservatives are added ! I definitely recommend L’inoui to all the chocolate lovers out there !! .', 'Where to start with, a cup of coffee.. Damn no.!! the"" Chocolate"". This place can get you the actual classic taste for chocolate and coffee. They serve the most creamiest cappacino any coffee shop can ever serve. They have a nice place in Cunningham Road with a garden and art work, yet to check that out. I would suggest trying this place rather than fancy marketed brands. It\'s L\'inoui it\'s Belgium freaking Chocolate!']"
https://www.zomato.com/bangalore/burger-bite-house-domlur-bangalore,Indiranagar,Burger Bite House,5,2.8                                     /5," Based on 11 votes
","Burger, Fast Food",500,"['10am', '2am']","33, 1st Floor Sree Lakshmi Venkateshwara Complex, Next To Omega Healthcare, Wind Tunnel Road, Domlur, Bangalore","Home Delivery, Indoor Seating, ",,"[4, 'Faluda', 'Brownie Shake', 'Mint Oreo Shake', 'Grilled Sandwich', 'Chicken Sandwich', 'Belgian Chocolate', 'Cheese Grill']","['One of the worst places in Bangalore ever!!!\nPlease dont visit this place neither order food from here.\nThey give parcel in paper cover... which spoils the food n people are brainless here !!', 'Burger bite house, a decent outlet serving decent burgers and other quick bites. There are very few competitors in that neighborhood and is a really good opportunity to attract good crowd. Ordered a chicken burger, hot-dog and nuggets,\xa0 all the dishes are preserved ones, Would really appreciate if they could introduce some dishes that they prepare in\xa0 \xa0 -house.', 'A decent place with late night availability for delivery. One of the late log outs got us here. The place recently started. Food to price ratio and quantity to price ratio was not good.', '🤮🤮🤮🤮🤮🤮 . I hope this sums my ‘review’ up. \nIt’s been 5 mins since I had the burger I ordered from here. I am still not able to discern what it exactly tasted like apart from realizing that something is about to go wrong with my tummy soon.\nThey should provide antacids for free with the food.', 'I went to this place since it is near my house and I wanted to try it out. I didn’t have any high expectations because of the low rating. The food was average. The burger was bad actually. The milkshake and fries were okish. The price is too much for this quality. They should either improve the taste or reduce the price I would suggest. Since it is the only burger place in our area, they have a  scope for good sales.', ""A small joint right on the murgesh palaya main road which is good for the employees in that area. The prices with the offers are good, otherwise it's a bit expensive. The cleanliness is well kept at all times."", ""I'm surprised these people don't have more bad reviews. The staff is so Ill mannered and they had the audacity to cancel my order after I waited for an hour !"", 'Man the food is shit']"
https://www.zomato.com/bangalore/mamma-mexicana-mg-road,Indiranagar,Mamma Mexicana,246,2.1                                     /5," 446  votes
",Mexican,1,"['12:30pm', '11pm']","1 MG Road Mall, MG Road, Bangalore","Home Delivery, Full Bar Available, Mall Parking, Smoking Area, Indoor Seating, ",,"[2, 'Nachos', 'Pizza', 'Mushroom Soup', 'Burrito', 'Chicken Burritos', 'Chicken Wings', 'Potato Wedges']","['Ambience - 3/3\nService - 2/5\nFood - 4/5\n\n\nI must admit I regret going here , specially not researching on zomato. To start with the ambience was dullish , the service was worst and staff seemed untrained and confused causing delay.Please avoid!']"
https://www.zomato.com/bangalore/veg-by-nature-frazer-town-bangalore,Indiranagar,Veg By Nature,0,-,NA,North Indian,500,"['11am', '11pm']","122, Wheeler Road, Cox Town, Frazer Town, Bangalore","Delivery Only, Vegetarian Only, ",,"[2, 'Nachos', 'Pizza', 'Mushroom Soup', 'Burrito', 'Chicken Burritos', 'Chicken Wings', 'Potato Wedges']",[]
https://www.zomato.com/bangalore/blue-tokai-coffee-roasters-indiranagar-bangalore,Indiranagar,Blue Tokai Coffee Roasters,28,3.9                                     /5," 31  votes
","Cafe, Desserts, Healthy Food",800,"['9am', '11pm']","1154, 12th Main, Hal 2nd Stage, Indiranagar, Bangalore","Home Delivery, Indoor Seating, All Day Breakfast, ",,"[2, 'Nachos', 'Pizza', 'Mushroom Soup', 'Burrito', 'Chicken Burritos', 'Chicken Wings', 'Potato Wedges']","[""The Blue Tokai at Indiranagar is the newest Blue Tokai to open up in Bangalore. On 12th Main, the cafe is on the 1st floor and shares space with a boutique. The boutique has taken up so much space that there are only few tables being offered currently at Blue Tokai.The coffees are fab, no doubt. I had the chilli cinnamon mocha, which was good, but I wish the flavours of chilli and cinnamon were more pronounced. There was a chicken sandwich kind of dish (which I don't see on the Zomato menu now) which was really awesome, loved it!Hope they increase the seating arrangement and more people will flock to the Blue Tokai in Indiranagar.""]"
https://www.zomato.com/bangalore/the-corner-hyatt-centric-mg-road-ulsoor-bangalore,Indiranagar,The Corner - Hyatt Centric MG Road,4,-,NA,"Cafe, Desserts, Fast Food",1,"['11am', '8pm']","1/1, Hyatt Centric MG Road, Swami Vivekananda Road, Ulsoor, Bangalore","Breakfast, Home Delivery, Indoor Seating, Desserts and Bakes, ",,"[2, 'Nachos', 'Pizza', 'Mushroom Soup', 'Burrito', 'Chicken Burritos', 'Chicken Wings', 'Potato Wedges']",[]
